Time,Signal,BPM,Emotion,,,,,,
12:46:24,0,0,0,0,0,0,,8.173225309,10.44954025
12:46:25,0,0,0,0,0,0,,,
12:46:26,507,86,0,493,91,0,,,
12:46:27,496,81,0,487,83,0,,,
12:46:28,498,81,0,478,84,0,,,
12:46:29,492,82,0,583,88,0,,,
12:46:30,518,83,0,486,89,0,,,
12:46:31,497,83,0,476,91,0,,,
12:46:32,570,85,0,490,92,0,,,
12:46:33,513,85,0,579,92,0,,,
12:46:34,583,87,0,511,92,0,,,
12:46:35,508,88,0,543,91,0,,,
12:46:36,569,89,0,491,90,0,,,
12:46:37,504,88,0,588,87,0,,,
12:46:38,531,90,0,520,87,0,,,
12:46:39,493,90,0,497,87,0,,,
12:46:40,527,91,0,463,87,0,,,
12:46:41,502,90,0,487,87,0,,,
12:46:42,501,88,0,447,87,0,,,
12:46:43,542,86,33.33333333,475,85,0,,,
12:46:44,509,84,33.33333333,497,85,0,,,
12:46:45,491,82,30,535,83,46.66666667,,,
12:46:46,502,80,30,522,82,46.66666667,,,
12:46:47,526,78,30,509,82,46.66666667,,,
12:46:48,525,75,26.66666667,526,82,46.66666667,,,
12:46:49,520,74,26.66666667,492,81,46.66666667,,,
12:46:50,481,73,26.66666667,492,80,46.66666667,,,
12:46:51,497,72,26.66666667,492,78,50,,,
12:46:52,574,72,26.66666667,523,76,50,,,
12:46:53,520,73,26.66666667,488,76,46.66666667,,,
12:46:54,497,74,30,491,77,50,,,
12:46:55,492,74,30,474,76,53.33333333,,,
12:46:56,481,75,33.33333333,494,75,56.66666667,,,
12:46:57,498,75,36.66666667,502,75,56.66666667,,,
12:46:58,489,75,36.66666667,507,68,53.33333333,,,
12:46:59,499,75,36.66666667,507,71,53.33333333,,,
12:47:00,497,74,40,525,76,53.33333333,,,
12:47:01,588,72,40,511,76,56.66666667,,,
12:47:02,474,71,40,553,76,53.33333333,,,
12:47:03,492,71,40,491,77,56.66666667,,,
12:47:04,497,71,36.66666667,553,87,56.66666667,,,
12:47:05,496,70,36.66666667,481,88,60,,,
12:47:06,493,69,36.66666667,493,86,56.66666667,,,
12:47:07,633,70,36.66666667,498,82,60,,,
12:47:08,466,69,33.33333333,517,81,56.66666667,,,
12:47:09,476,69,30,474,80,56.66666667,,,
12:47:10,510,68,30,491,79,60,,,
12:47:11,492,69,26.66666667,461,78,60,,,
12:47:12,494,69,26.66666667,483,80,63.33333333,,,
12:47:13,633,69,23.33333333,562,81,60,,,
12:47:14,522,70,23.33333333,513,81,60,,,
12:47:15,493,71,26.66666667,485,82,60,,,
12:47:16,488,72,26.66666667,498,81,60,,,
12:47:17,615,73,30,498,80,56.66666667,,,
12:47:18,461,73,33.33333333,482,78,56.66666667,,,
12:47:19,517,72,33.33333333,485,77,56.66666667,,,
12:47:20,479,72,33.33333333,497,78,56.66666667,,,
12:47:21,501,73,33.33333333,492,78,56.66666667,,,
12:47:22,464,73,33.33333333,500,77,56.66666667,,,
12:47:23,482,74,33.33333333,509,78,56.66666667,,,
12:47:24,623,76,30,603,78,56.66666667,,,
12:47:25,480,75,33.33333333,491,77,56.66666667,,,
12:47:26,500,75,33.33333333,492,75,53.33333333,,,
12:47:27,505,75,30,482,75,50,,,
12:47:28,507,74,30,452,75,53.33333333,,,
12:47:29,507,73,26.66666667,492,76,53.33333333,,,
12:47:30,504,72,26.66666667,491,76,50,,,
12:47:31,505,70,26.66666667,524,75,50,,,
12:47:32,519,68,26.66666667,611,74,53.33333333,,,
12:47:33,505,69,30,614,73,50,,,
12:47:34,498,70,33.33333333,601,72,53.33333333,,,
12:47:35,590,71,33.33333333,593,71,50,,,
12:47:36,494,72,33.33333333,554,68,50,,,
12:47:37,485,73,33.33333333,519,64,46.66666667,,,
12:47:38,501,74,33.33333333,491,64,46.66666667,,,
12:47:39,499,73,36.66666667,624,67,46.66666667,,,
12:47:40,496,71,36.66666667,463,67,46.66666667,,,
12:47:41,577,70,33.33333333,483,68,46.66666667,,,
12:47:42,540,69,33.33333333,508,69,46.66666667,,,
12:47:43,467,68,33.33333333,483,70,43.33333333,,,
12:47:44,525,68,30,500,70,40,,,
12:47:45,477,68,30,497,70,36.66666667,,,
12:47:46,501,68,26.66666667,496,70,36.66666667,,,
12:47:47,527,68,26.66666667,608,68,36.66666667,,,
12:47:48,591,68,26.66666667,473,67,36.66666667,,,
12:47:49,475,69,30,525,67,36.66666667,,,
12:47:50,473,70,30,479,68,36.66666667,,,
12:47:51,500,70,33.33333333,603,70,33.33333333,,,
12:47:52,513,71,30,517,72,33.33333333,,,
12:47:53,515,72,30,497,74,33.33333333,,,
12:47:54,482,71,26.66666667,570,76,30,,,
12:47:55,514,70,23.33333333,481,76,33.33333333,,,
12:47:56,481,70,23.33333333,499,77,33.33333333,,,
12:47:57,488,70,23.33333333,498,77,33.33333333,,,
12:47:58,501,69,23.33333333,499,76,30,,,
12:47:59,538,70,20,500,74,33.33333333,,,
12:48:00,476,72,23.33333333,546,72,30,,,
12:48:01,576,73,26.66666667,517,70,30,,,
12:48:02,456,74,26.66666667,491,68,30,,,
12:48:03,479,76,26.66666667,507,68,26.66666667,,,
12:48:04,497,77,23.33333333,489,68,26.66666667,,,
12:48:05,495,78,23.33333333,500,68,26.66666667,,,
12:48:06,620,77,26.66666667,502,67,26.66666667,,,
12:48:07,481,75,26.66666667,495,67,26.66666667,,,
12:48:08,516,73,26.66666667,560,67,26.66666667,,,
12:48:09,479,72,23.33333333,482,67,23.33333333,,,
12:48:10,500,71,23.33333333,500,68,26.66666667,,,
12:48:11,564,70,23.33333333,501,69,26.66666667,,,
12:48:12,447,70,23.33333333,493,69,26.66666667,,,
12:48:13,499,70,23.33333333,494,69,30,,,
12:48:14,501,71,23.33333333,597,69,33.33333333,,,
12:48:16,579,73,23.33333333,468,69,36.66666667,,,
12:48:17,469,73,23.33333333,508,70,36.66666667,,,
12:48:18,519,73,20,488,70,36.66666667,,,
12:48:19,476,73,20,551,71,33.33333333,,,
12:48:20,499,73,16.66666667,473,70,36.66666667,,,
12:48:21,544,72,16.66666667,515,70,40,,,
12:48:22,450,73,13.33333333,478,71,40,,,
12:48:23,502,72,16.66666667,500,72,36.66666667,,,
12:48:24,483,72,20,494,72,36.66666667,,,
12:48:25,497,72,20,617,71,36.66666667,,,
12:48:26,510,71,20,473,71,33.33333333,,,
12:48:27,548,71,20,521,71,33.33333333,,,
12:48:28,473,71,20,477,70,30,,,
12:48:29,515,71,20,501,70,30,,,
12:48:30,478,70,20,606,71,26.66666667,,,
12:48:31,493,69,16.66666667,504,71,26.66666667,,,
12:48:32,497,68,13.33333333,492,72,23.33333333,,,
12:48:33,492,68,10,484,76,23.33333333,,,
12:48:34,650,68,10,495,77,26.66666667,,,
12:48:35,446,68,10,491,76,30,,,
12:48:36,519,68,10,500,76,33.33333333,,,
12:48:37,480,68,6.666666667,498,75,33.33333333,,,
12:48:38,493,69,6.666666667,536,74,33.33333333,,,
12:48:39,624,70,10,518,73,33.33333333,,,
12:48:40,445,70,13.33333333,509,72,33.33333333,,,
12:48:41,518,70,13.33333333,485,71,30,,,
12:48:42,480,70,13.33333333,502,70,26.66666667,,,
12:48:43,500,71,16.66666667,569,71,26.66666667,,,
12:48:44,496,70,16.66666667,514,72,23.33333333,,,
12:48:45,606,70,16.66666667,501,73,23.33333333,,,
12:48:46,489,70,16.66666667,499,74,20,,,
12:48:47,489,69,16.66666667,628,74,23.33333333,,,
12:48:48,501,68,16.66666667,449,74,26.66666667,,,
12:48:49,486,69,16.66666667,527,73,26.66666667,,,
12:48:50,502,69,16.66666667,493,73,23.33333333,,,
12:48:51,527,69,16.66666667,576,74,23.33333333,,,
12:48:52,493,69,16.66666667,490,73,23.33333333,,,
12:48:53,509,70,13.33333333,482,73,23.33333333,,,
12:48:54,496,71,13.33333333,494,73,23.33333333,,,
12:48:55,531,71,13.33333333,557,74,26.66666667,,,
12:48:56,467,72,13.33333333,504,74,30,,,
12:48:57,504,72,13.33333333,510,74,30,,,
12:48:58,487,73,16.66666667,477,74,30,,,
12:48:59,494,73,20,501,73,30,,,
12:49:00,556,74,20,611,73,30,,,
12:49:01,495,73,23.33333333,499,72,30,,,
12:49:02,510,72,23.33333333,479,72,30,,,
12:49:03,500,71,23.33333333,501,73,30,,,
12:49:04,499,71,26.66666667,599,73,26.66666667,,,
12:49:05,511,71,26.66666667,487,73,23.33333333,,,
12:49:06,500,71,26.66666667,513,73,20,,,
12:49:07,516,71,26.66666667,474,73,20,,,
12:49:08,494,71,26.66666667,502,72,20,,,
12:49:09,499,71,23.33333333,499,73,20,,,
12:49:10,563,72,20,499,74,23.33333333,,,
12:49:11,521,72,20,494,74,23.33333333,,,
12:49:12,514,72,20,493,73,26.66666667,,,
12:49:13,487,71,16.66666667,614,73,26.66666667,,,
12:49:14,488,71,16.66666667,485,73,30,,,
12:49:15,498,70,16.66666667,514,73,26.66666667,,,
12:49:16,494,70,16.66666667,490,73,26.66666667,,,
12:49:17,595,69,16.66666667,492,72,23.33333333,,,
12:49:18,472,69,20,497,71,20,,,
12:49:19,503,69,20,592,70,20,,,
12:49:20,500,69,20,472,70,20,,,
12:49:21,507,70,20,520,69,16.66666667,,,
12:49:22,607,70,20,484,70,16.66666667,,,
12:49:23,467,70,20,590,72,16.66666667,,,
12:49:24,512,71,16.66666667,517,74,20,,,
12:49:25,483,71,16.66666667,497,75,16.66666667,,,
12:49:26,498,71,16.66666667,545,76,13.33333333,,,
12:49:27,485,72,16.66666667,496,76,16.66666667,,,
12:49:28,519,72,13.33333333,496,77,16.66666667,,,
12:49:29,482,72,10,494,76,16.66666667,,,
12:49:30,498,72,10,500,76,20,,,
12:49:31,493,72,6.666666667,497,75,20,,,
12:49:32,622,72,6.666666667,591,72,20,,,
12:49:33,455,72,6.666666667,471,70,20,,,
12:49:34,523,71,3.333333333,519,70,20,,,
12:49:35,495,71,3.333333333,480,69,20,,,
12:49:36,585,72,6.666666667,519,70,20,,,
12:49:37,462,72,6.666666667,467,71,20,,,
12:49:38,497,72,6.666666667,515,72,20,,,
12:49:39,486,72,10,486,72,20,,,
12:49:40,496,72,10,502,72,16.66666667,,,
12:49:41,542,72,10,501,72,16.66666667,,,
12:49:42,478,73,10,564,72,13.33333333,,,
12:49:43,515,72,10,474,72,13.33333333,,,
12:49:44,493,72,10,516,71,10,,,
12:49:45,542,73,13.33333333,485,70,10,,,
12:49:46,492,75,16.66666667,503,70,10,,,
12:49:47,512,76,16.66666667,581,71,10,,,
12:49:48,482,79,13.33333333,492,71,13.33333333,,,
12:49:49,490,79,13.33333333,506,71,16.66666667,,,
12:49:50,500,80,13.33333333,486,70,20,,,
12:49:51,520,79,16.66666667,502,70,20,,,
12:49:52,565,77,20,499,70,20,,,
12:49:53,471,75,20,500,70,20,,,
12:49:54,519,73,20,568,70,16.66666667,,,
12:49:55,500,72,20,517,70,20,,,
12:49:56,484,70,20,491,70,23.33333333,,,
12:49:57,501,69,20,528,71,23.33333333,,,
12:49:58,499,68,20,508,72,23.33333333,,,
12:49:59,595,68,20,482,72,20,,,
12:50:00,463,68,23.33333333,514,73,20,,,
12:50:01,498,69,23.33333333,519,76,20,,,
12:50:02,495,70,23.33333333,500,77,23.33333333,,,
12:50:03,598,70,23.33333333,498,77,23.33333333,,,
12:50:04,516,70,23.33333333,578,76,26.66666667,,,
12:50:05,460,70,20,490,76,30,,,
12:50:06,504,70,20,495,76,30,,,
12:50:07,490,70,23.33333333,497,76,30,,,
12:50:08,493,70,20,578,76,30,,,
12:50:09,499,70,20,506,74,33.33333333,,,
12:50:10,610,68,23.33333333,486,73,33.33333333,,,
12:50:11,675,68,26.66666667,500,73,33.33333333,,,
12:50:12,443,67,26.66666667,538,73,33.33333333,,,
12:50:13,508,67,30,469,74,33.33333333,,,
12:50:14,489,67,26.66666667,519,74,33.33333333,,,
12:50:15,473,67,23.33333333,490,74,33.33333333,,,
12:50:16,562,68,23.33333333,498,73,33.33333333,,,
12:50:17,517,70,26.66666667,554,73,30,,,
12:50:19,498,72,26.66666667,515,73,26.66666667,,,
12:50:20,488,75,26.66666667,476,73,23.33333333,,,
12:50:21,505,76,23.33333333,502,73,23.33333333,,,
12:50:22,485,76,23.33333333,606,73,23.33333333,,,
12:50:23,493,76,26.66666667,466,73,23.33333333,,,
12:50:24,497,76,30,483,74,23.33333333,,,
12:50:25,496,75,30,449,77,23.33333333,,,
12:50:26,526,73,30,486,79,23.33333333,,,
12:50:27,597,70,30,489,79,20,,,
12:50:28,468,69,30,496,78,23.33333333,,,
12:50:29,488,68,30,600,77,26.66666667,,,
12:50:30,628,71,30,507,76,26.66666667,,,
12:50:31,504,72,33.33333333,472,74,26.66666667,,,
12:50:32,482,72,33.33333333,521,73,26.66666667,,,
12:50:33,495,73,36.66666667,484,72,23.33333333,,,
12:50:34,505,74,36.66666667,503,70,26.66666667,,,
12:50:35,580,75,36.66666667,582,68,23.33333333,,,
12:50:36,464,75,36.66666667,460,69,20,,,
12:50:37,512,74,36.66666667,521,70,20,,,
12:50:38,481,72,33.33333333,479,70,20,,,
12:50:39,501,71,33.33333333,500,70,20,,,
12:50:40,518,72,33.33333333,498,71,16.66666667,,,
12:50:41,504,72,33.33333333,499,71,16.66666667,,,
12:50:42,500,73,30,510,72,16.66666667,,,
12:50:43,605,74,30,497,73,16.66666667,,,
12:50:44,460,74,30,460,74,16.66666667,,,
12:50:45,500,75,33.33333333,480,75,16.66666667,,,
12:50:46,558,78,36.66666667,485,76,16.66666667,,,
12:50:47,505,80,40,608,77,16.66666667,,,
12:50:48,487,80,36.66666667,508,78,16.66666667,,,
12:50:49,493,78,40,472,78,16.66666667,,,
12:50:50,503,76,43.33333333,492,77,20,,,
12:50:51,517,67,46.66666667,567,76,23.33333333,,,
12:50:52,515,67,46.66666667,519,76,26.66666667,,,
12:50:53,512,67,46.66666667,578,78,30,,,
12:50:54,520,66,46.66666667,504,80,30,,,
12:50:55,503,64,46.66666667,580,82,26.66666667,,,
12:50:56,493,63,46.66666667,502,83,23.33333333,,,
12:50:57,499,61,46.66666667,492,84,26.66666667,,,
12:50:58,501,60,46.66666667,546,86,23.33333333,,,
12:50:59,498,59,46.66666667,500,86,23.33333333,,,
12:51:00,510,60,46.66666667,500,85,23.33333333,,,
12:51:01,600,67,43.33333333,524,82,23.33333333,,,
12:51:02,564,65,40,507,81,26.66666667,,,
12:51:03,493,65,40,581,82,30,,,
12:51:04,476,65,36.66666667,519,83,30,,,
12:51:05,509,64,36.66666667,493,82,30,,,
12:51:06,517,64,36.66666667,501,81,33.33333333,,,
12:51:07,481,65,36.66666667,488,79,33.33333333,,,
12:51:08,493,65,36.66666667,485,80,33.33333333,,,
12:51:09,501,65,36.66666667,589,81,36.66666667,,,
12:51:10,492,65,36.66666667,516,80,36.66666667,,,
12:51:11,616,66,36.66666667,484,78,40,,,
12:51:12,467,66,33.33333333,491,77,43.33333333,,,
12:51:13,499,66,33.33333333,502,75,43.33333333,,,
12:51:14,507,67,33.33333333,598,76,43.33333333,,,
12:51:15,482,67,30,520,76,46.66666667,,,
12:51:16,499,68,30,481,75,46.66666667,,,
12:51:17,518,68,26.66666667,496,74,46.66666667,,,
12:51:18,589,68,23.33333333,494,72,46.66666667,,,
12:51:19,462,68,23.33333333,617,71,50,,,
12:51:20,510,69,20,462,71,46.66666667,,,
12:51:21,474,69,16.66666667,511,71,43.33333333,,,
12:51:22,492,68,13.33333333,493,71,40,,,
12:51:23,498,69,10,494,70,36.66666667,,,
12:51:24,494,68,10,499,69,36.66666667,,,
12:51:25,597,68,6.666666667,499,68,36.66666667,,,
12:51:26,505,67,6.666666667,539,68,36.66666667,,,
12:51:27,489,67,6.666666667,508,69,33.33333333,,,
12:51:28,499,67,6.666666667,508,69,33.33333333,,,
12:51:29,479,67,6.666666667,476,68,33.33333333,,,
12:51:30,497,67,6.666666667,497,68,33.33333333,,,
12:51:31,498,67,6.666666667,511,68,33.33333333,,,
12:51:32,493,66,6.666666667,576,69,30,,,
12:51:33,493,66,6.666666667,490,71,30,,,
12:51:34,559,66,6.666666667,502,72,30,,,
12:51:35,585,66,6.666666667,,,,,,
12:51:36,487,65,6.666666667,,,,,,
12:51:37,482,65,6.666666667,,,,,,
12:51:38,506,65,6.666666667,,,,,,
12:51:39,477,66,10,,,,,,
